dzlabel,lalabel,rank
S01010827,Inverclyde,5533
S01010953,Midlothian,3836
S01010828,Inverclyde,5358
S01010954,Midlothian,6604
S01010829,Inverclyde,4448
S01010955,Midlothian,4705
S01010830,Inverclyde,4801
S01010956,Midlothian,5002
S01010831,Inverclyde,5607
S01010957,Midlothian,6221
S01010832,Inverclyde,3828
S01010958,Midlothian,4170
S01010833,Inverclyde,5422
S01010959,Midlothian,4420
S01010834,Inverclyde,5801
S01010960,Midlothian,2266
S01010835,Inverclyde,5674
S01010961,Midlothian,2686
S01010836,Inverclyde,5851
S01010962,Midlothian,2173
S01010837,Inverclyde,3897
S01010963,Midlothian,3958
S01010838,Inverclyde,3755
S01010964,Midlothian,4402
S01010839,Inverclyde,4959
S01010965,Midlothian,890
S01010840,Inverclyde,4352
S01010966,Midlothian,3436
S01010841,Inverclyde,5138
S01010967,Midlothian,2146
S01010842,Inverclyde,787
S01010968,Midlothian,3632
S01010843,Inverclyde,1492
S01010969,Midlothian,3672
S01010844,Inverclyde,5170
S01010970,Midlothian,3704
S01010845,Inverclyde,3993
S01010971,Midlothian,4244
S01010846,Inverclyde,1902
S01010972,Midlothian,2428
S01010847,Inverclyde,5754
S01010973,Midlothian,3776
S01010848,Inverclyde,649
S01010974,Midlothian,2281
S01010849,Inverclyde,685
S01010975,Midlothian,1705
S01010850,Inverclyde,531
S01010851,Inverclyde,947
S01010976,Midlothian,1358
S01010852,Inverclyde,1821
S01010977,Midlothian,3496
S01010853,Inverclyde,1857
S01010978,Midlothian,2162
S01010854,Inverclyde,795
S01010979,Midlothian,2027
S01010855,Inverclyde,2053
S01010980,Midlothian,2251
S01010856,Inverclyde,686
S01010981,Midlothian,2052
S01010857,Inverclyde,3450
S01010982,Midlothian,4212
S01010858,Inverclyde,1189
S01010983,Midlothian,3927
S01010859,Inverclyde,721
S01010984,Midlothian,5049
S01010860,Inverclyde,1698
S01010985,Midlothian,4100
S01010861,Inverclyde,484
S01010986,Midlothian,6080
S01010862,Inverclyde,52
S01010987,Midlothian,6690
S01010863,Inverclyde,4177
S01010988,Midlothian,6784
S01010864,Inverclyde,5783
S01010989,Midlothian,6468
S01010865,Inverclyde,5936
S01010990,Midlothian,3392
S01010866,Inverclyde,4081
S01010991,Midlothian,4169
S01010867,Inverclyde,5657
S01010868,Inverclyde,3700
S01010992,Midlothian,5872
S01010869,Inverclyde,6007
S01010993,Midlothian,4416
S01010870,Inverclyde,4680
S01010994,Midlothian,5344
S01010871,Inverclyde,4692
S01010995,Midlothian,6906
S01010872,Inverclyde,2262
S01010996,Midlothian,6343
S01010873,Inverclyde,175
S01010997,Midlothian,6348
S01010874,Inverclyde,5178
S01010998,Midlothian,6399
S01010999,Midlothian,4746
S01011032,Midlothian,1788
S01011000,Midlothian,4084
S01011033,Midlothian,4353
S01011001,Midlothian,3036
S01011034,Midlothian,1626
S01011002,Midlothian,2604
S01011035,Midlothian,1803
S01011003,Midlothian,2896
S01011036,Midlothian,2653
S01011004,Midlothian,5041
S01011037,Midlothian,1607
S01011005,Midlothian,1631
S01011038,Midlothian,1035
S01011006,Midlothian,2481
S01011039,Midlothian,2623
S01011007,Midlothian,1867
S01011040,Midlothian,1088
S01011008,Midlothian,1779
S01011041,Midlothian,1675
S01011009,Midlothian,1734
S01011042,Midlothian,4075
S01011010,Midlothian,778
S01011043,Midlothian,1995
S01011011,Midlothian,400
S01011044,Midlothian,1336
S01011012,Midlothian,254
S01011045,Moray,3525
S01011013,Midlothian,2284
S01011046,Moray,4154
S01011047,Moray,4874
S01011014,Midlothian,3313
S01011048,Moray,4445
S01011015,Midlothian,2404
S01011049,Moray,4528
S01011016,Midlothian,5999
S01011050,Moray,4457
S01011017,Midlothian,2595
S01011051,Moray,4930
S01011018,Midlothian,3823
S01011052,Moray,5629
S01011019,Midlothian,4320
S01011053,Moray,3166
S01011020,Midlothian,6006
S01011054,Moray,4773
S01011021,Midlothian,2107
S01011055,Moray,4365
S01011022,Midlothian,1094
S01011056,Moray,3764
S01011023,Midlothian,1478
S01011057,Moray,4639
S01011024,Midlothian,1830
S01011058,Moray,3978
S01011025,Midlothian,1182
S01011059,Moray,4360
S01011026,Midlothian,1250
S01011060,Moray,4302
S01011027,Midlothian,927
S01011061,Moray,2697
S01011028,Midlothian,1726
S01011062,Moray,4477
S01011029,Midlothian,826
S01011063,Moray,2181
S01011030,Midlothian,4021
S01011064,Moray,4277
S01011031,Midlothian,2068
S01011065,Moray,3799
S01011066,Moray,5197
S01011188,North Ayrshire,2202
S01011067,Moray,5279
S01011189,North Ayrshire,3179
S01011068,Moray,3856
S01011190,North Ayrshire,1370
S01011069,Moray,4017
S01011191,North Ayrshire,2109
S01011070,Moray,4536
S01011192,North Ayrshire,2161
S01011071,Moray,5453
S01011193,North Ayrshire,791
S01011072,Moray,3232
S01011194,North Ayrshire,894
S01011073,Moray,4298
S01011195,North Ayrshire,1760
S01011074,Moray,4312
S01011196,North Ayrshire,527
S01011075,Moray,2075
S01011197,North Ayrshire,1044
S01011076,Moray,3546
S01011077,Moray,1847
S01011198,North Ayrshire,1188
S01011078,Moray,5785
S01011199,North Ayrshire,1498
S01011079,Moray,4600
S01011200,North Ayrshire,2010
S01011080,Moray,3394
S01011201,North Ayrshire,3207
S01011081,Moray,4456
S01011202,North Ayrshire,1710
S01011082,Moray,2753
S01011203,North Ayrshire,2707
S01011083,Moray,4147
S01011204,North Ayrshire,4937
S01011084,Moray,4569
S01011205,North Ayrshire,5891
S01011085,Moray,4718
S01011206,North Ayrshire,4553
S01011086,Moray,4424
S01011207,North Ayrshire,2247
S01011087,Moray,3305
S01011208,North Ayrshire,5485
S01011088,Moray,5390
S01011209,North Ayrshire,1802
S01011089,Moray,2776
S01011210,North Ayrshire,3992
S01011090,Moray,4739
S01011211,North Ayrshire,4425
S01011091,Moray,5274
S01011212,North Ayrshire,1407
S01011092,Moray,2127
S01011213,North Ayrshire,916
S01011093,Moray,1694
S01011214,North Ayrshire,985
S01011094,Moray,5627
S01011215,North Ayrshire,817
S01011095,Moray,4813
S01011216,North Ayrshire,376
S01011096,Moray,4442
S01011217,North Ayrshire,459
S01011097,Moray,5151
S01011218,North Ayrshire,345
S01011098,Moray,4625
S01011219,North Ayrshire,628
S01011099,Moray,1560
S01011100,Moray,4059
S01011220,North Ayrshire,797
S01011221,North Ayrshire,1415
S01011101,Moray,1723
S01011222,North Ayrshire,1120
S01011102,Moray,1546
S01011223,North Ayrshire,2488
S01011103,Moray,1763
S01011224,North Ayrshire,1089
S01011104,Moray,3200
S01011225,North Ayrshire,598
S01011105,Moray,3037
S01011226,North Ayrshire,3532
S01011106,Moray,3127
S01011107,Moray,4658
S01011108,Moray,2862
S01011227,North Ayrshire,532
S01011109,Moray,4247
S01011228,North Ayrshire,1446
S01011110,Moray,2242
S01011229,North Ayrshire,214
S01011111,Moray,1322
S01011230,North Ayrshire,40
S01011112,Moray,6839
S01011231,North Ayrshire,378
S01011113,Moray,3718
S01011232,North Ayrshire,290
S01011114,Moray,5805
S01011233,North Ayrshire,2429
S01011115,Moray,2647
S01011234,North Ayrshire,674
S01011116,Moray,5757
S01011235,North Ayrshire,185
S01011117,Moray,5036
S01011236,North Ayrshire,1069
S01011118,Moray,6237
S01011237,North Ayrshire,938
S01011119,Moray,5652
S01011238,North Ayrshire,189
S01011120,Moray,6654
S01011239,North Ayrshire,341
S01011121,Moray,2208
S01011240,North Ayrshire,45
S01011122,Moray,3977
S01011241,North Ayrshire,1246
S01011123,Moray,3854
S01011242,North Ayrshire,1603
S01011124,Moray,4748
S01011243,North Ayrshire,17
S01011125,Moray,1851
S01011244,North Ayrshire,150
S01011126,Moray,4967
S01011245,North Ayrshire,442
S01011127,Moray,6295
S01011128,Moray,3766
S01011246,North Ayrshire,3871
S01011129,Moray,6194
S01011247,North Ayrshire,4370
S01011130,Moray,3298
S01011248,North Ayrshire,3934
S01011131,Moray,5502
S01011249,North Ayrshire,5870
S01011132,Moray,6561
S01011250,North Ayrshire,803
S01011133,Moray,3089
S01011251,North Ayrshire,1237
S01011134,Moray,4499
S01011252,North Ayrshire,735
S01011135,Moray,3813
S01011253,North Ayrshire,620
S01011136,Moray,4749
S01011254,North Ayrshire,5811
S01011137,Moray,4033
S01011255,North Ayrshire,6424
S01011138,Moray,2636
S01011256,North Ayrshire,5032
S01011139,Moray,6806
S01011257,North Ayrshire,5259
S01011140,Moray,3004
S01011258,North Ayrshire,4034
S01011141,Moray,2513
S01011259,North Ayrshire,2400
S01011142,Moray,5632
S01011260,North Ayrshire,3516
S01011143,Moray,6392
S01011261,North Ayrshire,733
S01011144,Moray,5465
S01011262,North Ayrshire,1707
S01011145,Moray,4654
S01011263,North Ayrshire,3044
S01011146,Moray,3758
S01011264,North Ayrshire,1303
S01011147,Moray,5070
S01011265,North Ayrshire,1351
S01011148,Moray,4633
S01011266,North Ayrshire,1866
S01011149,Moray,5662
S01011267,North Ayrshire,3282
S01011150,Moray,4690
S01011268,North Ayrshire,3715
S01011151,Moray,5987
S01011269,North Ayrshire,544
S01011152,Moray,4808
S01011270,North Ayrshire,604
S01011153,Moray,2957
S01011271,North Ayrshire,1628
S01011154,Moray,1754
S01011272,North Ayrshire,517
S01011155,Moray,3240
S01011156,Moray,6286
S01011273,North Ayrshire,942
S01011157,Moray,6116
S01011274,North Ayrshire,1233
S01011158,Moray,6674
S01011275,North Ayrshire,958
S01011159,Moray,3432
S01011276,North Ayrshire,1461
S01011160,Moray,4203
S01011277,North Ayrshire,4906
S01011161,Moray,3288
S01011278,North Ayrshire,4747
S01011162,Moray,2850
S01011279,North Ayrshire,3397
S01011163,Moray,2437
S01011280,North Ayrshire,5587
S01011164,Moray,3941
S01011281,North Ayrshire,5000
S01011165,Moray,2032
S01011282,North Ayrshire,4519
S01011166,Moray,5649
S01011283,North Ayrshire,5588
S01011167,Moray,5411
S01011284,North Ayrshire,5740
S01011168,Moray,3549
S01011285,North Ayrshire,695
S01011169,Moray,5457
S01011286,North Ayrshire,928
S01011170,Moray,3827
S01011287,North Ayrshire,1125
S01011171,North Ayrshire,4007
S01011288,North Ayrshire,1638
S01011172,North Ayrshire,3904
S01011289,North Ayrshire,1630
S01011173,North Ayrshire,5429
S01011290,North Ayrshire,519
S01011174,North Ayrshire,3468
S01011291,North Ayrshire,1361
S01011175,North Ayrshire,3605
S01011292,North Ayrshire,260
S01011176,North Ayrshire,5504
S01011293,North Ayrshire,1570
S01011177,North Ayrshire,4901
S01011294,North Ayrshire,330
S01011178,North Ayrshire,2315
S01011295,North Ayrshire,4401
S01011179,North Ayrshire,1262
S01011296,North Ayrshire,1775
S01011180,North Ayrshire,600
S01011297,North Ayrshire,1365
S01011181,North Ayrshire,2166
S01011182,North Ayrshire,3445
S01011298,North Ayrshire,786
S01011183,North Ayrshire,2499
S01011299,North Ayrshire,4924
S01011184,North Ayrshire,5825
S01011300,North Ayrshire,790
S01011185,North Ayrshire,4763
S01011301,North Ayrshire,4571
S01011186,North Ayrshire,2028
S01011302,North Ayrshire,509
S01011187,North Ayrshire,4893
S01011303,North Ayrshire,5067
S01011304,North Ayrshire,921
S01011305,North Ayrshire,1951
S01011306,North Ayrshire,902
S01011307,North Ayrshire,2230
S01011308,North Ayrshire,4428
S01011309,North Ayrshire,5981
S01011310,North Ayrshire,2566
S01011311,North Ayrshire,5245
S01011312,North Ayrshire,6315
S01011313,North Ayrshire,3884
S01011314,North Ayrshire,4538
S01011315,North Ayrshire,2476
S01011316,North Ayrshire,1164
S01011317,North Ayrshire,5317
S01011318,North Ayrshire,4829
S01011319,North Ayrshire,5937
S01011320,North Ayrshire,3430
S01011321,North Ayrshire,4684
S01011322,North Ayrshire,4512
S01011323,North Ayrshire,2634
S01011344,North Ayrshire,887
S01011324,North Ayrshire,2355
S01011345,North Ayrshire,1115
S01011325,North Ayrshire,602
S01011346,North Ayrshire,2005
S01011326,North Ayrshire,1220
S01011347,North Ayrshire,1875
S01011327,North Ayrshire,1414
S01011348,North Ayrshire,1350
S01011328,North Ayrshire,3223
S01011349,North Ayrshire,5689
S01011329,North Ayrshire,4118
S01011350,North Ayrshire,6163
S01011330,North Ayrshire,5702
S01011351,North Ayrshire,661
S01011352,North Ayrshire,2684
S01011331,North Ayrshire,6026
S01011353,North Ayrshire,2625
S01011332,North Ayrshire,6002
S01011354,North Ayrshire,4429
S01011333,North Ayrshire,6181
S01011334,North Ayrshire,3916
S01011355,North Ayrshire,3932
S01011335,North Ayrshire,4969
S01011356,North Ayrshire,4137
S01011336,North Ayrshire,2911
S01011357,North Lanarkshire,3499
S01011358,North Lanarkshire,5882
S01011337,North Ayrshire,6341
S01011338,North Ayrshire,2955
S01011359,North Lanarkshire,1856
S01011339,North Ayrshire,1409
S01011360,North Lanarkshire,1016
S01011340,North Ayrshire,1090
S01011361,North Lanarkshire,119
S01011341,North Ayrshire,2701
S01011362,North Lanarkshire,4710
S01011342,North Ayrshire,3018
S01011363,North Lanarkshire,1632
S01011343,North Ayrshire,588
S01011364,North Lanarkshire,3885
S01011365,North Lanarkshire,5361
S01011366,North Lanarkshire,2282
S01011367,North Lanarkshire,1548
S01011368,North Lanarkshire,5940
S01011369,North Lanarkshire,2138
S01011370,North Lanarkshire,3882
S01011371,North Lanarkshire,883
S01011372,North Lanarkshire,198
S01011373,North Lanarkshire,586
S01011374,North Lanarkshire,4743
S01011375,North Lanarkshire,2382
S01011376,North Lanarkshire,1170
S01011377,North Lanarkshire,6533
S01011378,North Lanarkshire,4217
S01011379,North Lanarkshire,5732
S01011380,North Lanarkshire,2980
S01011381,North Lanarkshire,2918
S01011382,North Lanarkshire,1865
S01011383,North Lanarkshire,54
S01011384,North Lanarkshire,57
S01011385,North Lanarkshire,323
S01011386,North Lanarkshire,130
S01011387,North Lanarkshire,202
S01011388,North Lanarkshire,4998
S01011389,North Lanarkshire,867
S01011390,North Lanarkshire,1070
S01011391,North Lanarkshire,1314
S01011392,North Lanarkshire,1113
S01011393,North Lanarkshire,2487
S01011394,North Lanarkshire,4451
S01011395,North Lanarkshire,780
S01011396,North Lanarkshire,1276
S01011397,North Lanarkshire,1111
S01011398,North Lanarkshire,321
S01011399,North Lanarkshire,1040
S01011400,North Lanarkshire,2290
S01011401,North Lanarkshire,1915
S01011402,North Lanarkshire,2812
S01011403,North Lanarkshire,2229
S01011404,North Lanarkshire,1509
S01011405,North Lanarkshire,2231
S01011406,North Lanarkshire,2082
S01011407,North Lanarkshire,3717
S01011408,North Lanarkshire,2087
S01011409,North Lanarkshire,568
S01011410,North Lanarkshire,2659
S01011411,North Lanarkshire,1971
S01011412,North Lanarkshire,5249
S01011413,North Lanarkshire,5467
S01011414,North Lanarkshire,1869
S01011415,North Lanarkshire,3034
S01011416,North Lanarkshire,5543
S01011417,North Lanarkshire,2313
S01011418,North Lanarkshire,873
S01011419,North Lanarkshire,1747
S01011420,North Lanarkshire,238
S01011421,North Lanarkshire,2910
S01011422,North Lanarkshire,1385
S01011423,North Lanarkshire,271
S01011424,North Lanarkshire,2077
S01011425,North Lanarkshire,1874
S01011426,North Lanarkshire,4039
S01011427,North Lanarkshire,1789
S01011428,North Lanarkshire,2571
S01011429,North Lanarkshire,4817
S01011430,North Lanarkshire,4060
S01011431,North Lanarkshire,2316
S01011432,North Lanarkshire,2826
S01011433,North Lanarkshire,687
S01011434,North Lanarkshire,2912
S01011435,North Lanarkshire,4767
S01011436,North Lanarkshire,1463
S01011437,North Lanarkshire,1139
S01011438,North Lanarkshire,523
S01011439,North Lanarkshire,1774
S01011440,North Lanarkshire,1306
S01011441,North Lanarkshire,1369
S01011442,North Lanarkshire,1453
S01011443,North Lanarkshire,1777
S01011444,North Lanarkshire,823
S01011445,North Lanarkshire,2106
S01011446,North Lanarkshire,1594
S01011447,North Lanarkshire,1593
S01011448,North Lanarkshire,3062
S01011449,North Lanarkshire,838
S01011450,North Lanarkshire,4224
S01011451,North Lanarkshire,3600
S01011452,North Lanarkshire,3754
S01011453,North Lanarkshire,2174
S01011454,North Lanarkshire,1602
S01011455,North Lanarkshire,1310
S01011456,North Lanarkshire,1080
S01011457,North Lanarkshire,1041
S01011458,North Lanarkshire,4991
S01011459,North Lanarkshire,3466
S01011460,North Lanarkshire,1861
S01011461,North Lanarkshire,1367
S01011462,North Lanarkshire,2986
S01011463,North Lanarkshire,3510
S01011464,North Lanarkshire,3824
S01011465,North Lanarkshire,466
S01011466,North Lanarkshire,656
S01011467,North Lanarkshire,2416
S01011468,North Lanarkshire,6632
S01011469,North Lanarkshire,1166
S01011470,North Lanarkshire,1808
S01011471,North Lanarkshire,2626
S01011472,North Lanarkshire,220
S01011473,North Lanarkshire,329
S01011474,North Lanarkshire,447
S01011475,North Lanarkshire,118
S01011476,North Lanarkshire,5900
S01011477,North Lanarkshire,5983
S01011478,North Lanarkshire,6024
S01011479,North Lanarkshire,5310
S01011480,North Lanarkshire,6157
S01011481,North Lanarkshire,3761
S01011482,North Lanarkshire,1892
S01011483,North Lanarkshire,5343
S01011484,North Lanarkshire,1107
S01011485,North Lanarkshire,427
S01011486,North Lanarkshire,547
S01011487,North Lanarkshire,1258
S01011488,North Lanarkshire,249
S01011489,North Lanarkshire,4043
S01011490,North Lanarkshire,1272
S01011491,North Lanarkshire,542
S01011492,North Lanarkshire,107
S01011493,North Lanarkshire,6558
S01011500,North Lanarkshire,2248
S01011494,North Lanarkshire,2441
S01011501,North Lanarkshire,257
S01011495,North Lanarkshire,796
S01011502,North Lanarkshire,2549
S01011496,North Lanarkshire,475
S01011503,North Lanarkshire,1712
S01011497,North Lanarkshire,4315
S01011504,North Lanarkshire,2482
S01011498,North Lanarkshire,5135
S01011505,North Lanarkshire,1416
S01011499,North Lanarkshire,2893
S01011506,North Lanarkshire,2800
S01011507,North Lanarkshire,1700
