dzlabel,lalabel,rank
S01009991,Glasgow City,2389
S01009836,Glasgow City,2227
S01009992,Glasgow City,482
S01009837,Glasgow City,667
S01009993,Glasgow City,3280
S01009838,Glasgow City,549
S01009994,Glasgow City,3529
S01009839,Glasgow City,387
S01009995,Glasgow City,3213
S01009840,Glasgow City,805
S01009996,Glasgow City,2451
S01009997,Glasgow City,2666
S01009841,Glasgow City,700
S01009998,Glasgow City,3655
S01009842,Glasgow City,226
S01009999,Glasgow City,5417
S01009843,Glasgow City,38
S01010000,Glasgow City,2875
S01009844,Glasgow City,66
S01010001,Glasgow City,2544
S01009845,Glasgow City,636
S01010002,Glasgow City,3262
S01009846,Glasgow City,941
S01010003,Glasgow City,4332
S01009847,Glasgow City,352
S01010004,Glasgow City,5625
S01009848,Glasgow City,672
S01010005,Glasgow City,1459
S01009849,Glasgow City,952
S01010006,Glasgow City,2507
S01009850,Glasgow City,1528
S01010007,Glasgow City,5537
S01009851,Glasgow City,643
S01010008,Glasgow City,2908
S01009852,Glasgow City,1840
S01010009,Glasgow City,1745
S01009853,Glasgow City,1837
S01010010,Glasgow City,5222
S01009854,Glasgow City,1176
S01010011,Glasgow City,1634
S01009855,Glasgow City,2494
S01010012,Glasgow City,3880
S01009856,Glasgow City,2403
S01010013,Glasgow City,2522
S01009857,Glasgow City,2306
S01010014,Glasgow City,2968
S01009858,Glasgow City,2582
S01010015,Glasgow City,3985
S01009859,Glasgow City,218
S01010016,Glasgow City,1575
S01009860,Glasgow City,156
S01010017,Glasgow City,501
S01009861,Glasgow City,215
S01010018,Glasgow City,1441
S01009862,Glasgow City,319
S01010019,Glasgow City,154
S01009863,Glasgow City,782
S01010020,Glasgow City,1766
S01009864,Glasgow City,1181
S01010021,Glasgow City,367
S01009865,Glasgow City,1748
S01010022,Glasgow City,801
S01009866,Glasgow City,2301
S01010023,Glasgow City,311
S01009867,Glasgow City,2660
S01010024,Glasgow City,932
S01009868,Glasgow City,2839
S01010025,Glasgow City,136
S01009869,Glasgow City,2930
S01010026,Glasgow City,310
S01009870,Glasgow City,1512
S01010027,Glasgow City,2689
S01009871,Glasgow City,810
S01010028,Glasgow City,252
S01009872,Glasgow City,2319
S01010029,Glasgow City,31
S01009873,Glasgow City,1863
S01010030,Glasgow City,2610
S01009874,Glasgow City,1595
S01010031,Glasgow City,2211
S01009875,Glasgow City,874
S01010032,Glasgow City,308
S01009876,Glasgow City,682
S01010033,Glasgow City,305
S01009877,Glasgow City,5206
S01010034,Glasgow City,206
S01009878,Glasgow City,1532
S01010035,Glasgow City,1721
S01009879,Glasgow City,5958
S01010036,Glasgow City,5517
S01009880,Glasgow City,3940
S01010037,Glasgow City,216
S01009881,Glasgow City,2163
S01010038,Glasgow City,653
S01009882,Glasgow City,3372
S01010039,Glasgow City,3206
S01009883,Glasgow City,3230
S01010040,Glasgow City,1755
S01009884,Glasgow City,1878
S01010041,Glasgow City,1345
S01009885,Glasgow City,2907
S01010042,Glasgow City,2485
S01009886,Glasgow City,1900
S01010043,Glasgow City,224
S01009887,Glasgow City,449
S01010044,Glasgow City,707
S01009888,Glasgow City,677
S01010045,Glasgow City,146
S01009889,Glasgow City,1243
S01010046,Glasgow City,163
S01009890,Glasgow City,771
S01010047,Glasgow City,78
S01009891,Glasgow City,1654
S01010048,Glasgow City,85
S01009892,Glasgow City,275
S01010049,Glasgow City,96
S01009893,Glasgow City,630
S01010050,Glasgow City,12
S01009894,Glasgow City,432
S01010051,Glasgow City,193
S01009895,Glasgow City,279
S01010052,Glasgow City,164
S01009896,Glasgow City,538
S01010053,Glasgow City,616
S01009897,Glasgow City,1448
S01010054,Glasgow City,53
S01009898,Glasgow City,296
S01010055,Glasgow City,67
S01009899,Glasgow City,2220
S01010056,Glasgow City,273
S01009900,Glasgow City,4347
S01010057,Glasgow City,1172
S01009901,Glasgow City,5338
S01010058,Glasgow City,385
S01009902,Glasgow City,1281
S01010059,Glasgow City,1591
S01009903,Glasgow City,2475
S01010060,Glasgow City,678
S01009904,Glasgow City,3427
S01010061,Glasgow City,2360
S01009905,Glasgow City,1644
S01010062,Glasgow City,815
S01009906,Glasgow City,2120
S01010063,Glasgow City,140
S01009907,Glasgow City,993
S01010064,Glasgow City,1511
S01009908,Glasgow City,3295
S01010065,Glasgow City,334
S01009909,Glasgow City,2830
S01010066,Glasgow City,233
S01009910,Glasgow City,3454
S01010067,Glasgow City,58
S01009911,Glasgow City,4805
S01010068,Glasgow City,1550
S01009912,Glasgow City,4881
S01010069,Glasgow City,3621
S01009913,Glasgow City,4922
S01010070,Glasgow City,4574
S01009914,Glasgow City,4330
S01010071,Glasgow City,2153
S01009915,Glasgow City,5148
S01010072,Glasgow City,2496
S01009916,Glasgow City,3939
S01010073,Glasgow City,3900
S01009917,Glasgow City,6257
S01010074,Glasgow City,3573
S01009918,Glasgow City,6034
S01010075,Glasgow City,1421
S01009919,Glasgow City,2643
S01010076,Glasgow City,1514
S01010077,Glasgow City,847
S01009920,Glasgow City,5348
S01010078,Glasgow City,4392
S01009921,Glasgow City,3554
S01009922,Glasgow City,5097
S01010079,Glasgow City,5673
S01009923,Glasgow City,4005
S01010080,Glasgow City,5321
S01009924,Glasgow City,3261
S01010081,Glasgow City,5076
S01010082,Glasgow City,3589
S01009925,Glasgow City,4165
S01010083,Glasgow City,1025
S01009926,Glasgow City,3646
S01010084,Glasgow City,885
S01009927,Glasgow City,3100
S01010094,Glasgow City,3608
S01010085,Glasgow City,4131
S01009928,Glasgow City,6433
S01010095,Glasgow City,5289
S01009929,Glasgow City,5898
S01010086,Glasgow City,492
S01010096,Glasgow City,4806
S01009930,Glasgow City,4012
S01010087,Glasgow City,4714
S01010097,Glasgow City,3739
S01010088,Glasgow City,5518
S01009931,Glasgow City,6423
S01010098,Glasgow City,5080
S01009932,Glasgow City,4404
S01010089,Glasgow City,992
S01010099,Glasgow City,5243
S01009933,Glasgow City,949
S01010090,Glasgow City,3252
S01010100,Glasgow City,3448
S01010091,Glasgow City,3461
S01009934,Glasgow City,4968
S01010101,Glasgow City,3878
S01010092,Glasgow City,515
S01009935,Glasgow City,160
S01010102,Glasgow City,5051
S01010093,Glasgow City,2831
S01009936,Glasgow City,1057
S01010103,Glasgow City,4772
S01009937,Glasgow City,2919
S01010104,Glasgow City,4779
S01010105,Glasgow City,924
S01010250,Glasgow City,4044
S01010106,Glasgow City,1076
S01010251,Glasgow City,5082
S01010107,Glasgow City,396
S01010252,Glasgow City,2471
S01010108,Glasgow City,479
S01010253,Glasgow City,174
S01010109,Glasgow City,756
S01010254,Glasgow City,910
S01010110,Glasgow City,167
S01010255,Glasgow City,575
S01010111,Glasgow City,18
S01010256,Glasgow City,445
S01010112,Glasgow City,141
S01010257,Glasgow City,2795
S01010113,Glasgow City,297
S01010258,Glasgow City,6327
S01010114,Glasgow City,106
S01010259,Glasgow City,1226
S01010115,Glasgow City,2265
S01010260,Glasgow City,3804
S01010116,Glasgow City,2542
S01010261,Glasgow City,3661
S01010117,Glasgow City,3786
S01010262,Glasgow City,377
S01010118,Glasgow City,10
S01010263,Glasgow City,4296
S01010119,Glasgow City,877
S01010264,Glasgow City,1464
S01010120,Glasgow City,74
S01010121,Glasgow City,20
S01010265,Glasgow City,5726
S01010122,Glasgow City,3
S01010266,Glasgow City,4076
S01010123,Glasgow City,439
S01010267,Glasgow City,3170
S01010124,Glasgow City,1952
S01010268,Glasgow City,3117
S01010125,Glasgow City,822
S01010269,Glasgow City,3133
S01010126,Glasgow City,1018
S01010270,Glasgow City,331
S01010127,Glasgow City,1039
S01010271,Glasgow City,2617
S01010128,Glasgow City,82
S01010272,Glasgow City,864
S01010129,Glasgow City,32
S01010273,Glasgow City,5072
S01010130,Glasgow City,276
S01010274,Glasgow City,5108
S01010131,Glasgow City,4274
S01010275,Glasgow City,4178
S01010132,Glasgow City,389
S01010276,Glasgow City,6110
S01010133,Glasgow City,180
S01010277,Glasgow City,1586
S01010134,Glasgow City,768
S01010278,Glasgow City,1004
S01010135,Glasgow City,765
S01010279,Glasgow City,2172
S01010136,Glasgow City,1990
S01010280,Glasgow City,3528
S01010137,Glasgow City,699
S01010281,Glasgow City,5442
S01010138,Glasgow City,47
S01010139,Glasgow City,662
S01010282,Glasgow City,1429
S01010140,Glasgow City,1693
S01010283,Glasgow City,2933
S01010141,Glasgow City,125
S01010284,Glasgow City,4246
S01010142,Glasgow City,357
S01010285,Glasgow City,3152
S01010143,Glasgow City,1145
S01010286,Glasgow City,5782
S01010144,Glasgow City,421
S01010287,Glasgow City,5016
S01010145,Glasgow City,1196
S01010288,Glasgow City,5913
S01010146,Glasgow City,244
S01010289,Glasgow City,6092
S01010147,Glasgow City,161
S01010290,Glasgow City,3019
S01010148,Glasgow City,4
S01010291,Glasgow City,3787
S01010149,Glasgow City,4411
S01010292,Glasgow City,5519
S01010150,Glasgow City,91
S01010293,Glasgow City,3459
S01010151,Glasgow City,307
S01010294,Glasgow City,5235
S01010152,Glasgow City,1732
S01010295,Glasgow City,4911
S01010153,Glasgow City,706
S01010296,Glasgow City,2133
S01010154,Glasgow City,498
S01010297,Glasgow City,1289
S01010155,Glasgow City,1185
S01010298,Glasgow City,833
S01010156,Glasgow City,668
S01010299,Glasgow City,522
S01010157,Glasgow City,227
S01010300,Glasgow City,1890
S01010158,Glasgow City,919
S01010301,Glasgow City,4413
S01010159,Glasgow City,845
S01010302,Glasgow City,809
S01010160,Glasgow City,65
S01010303,Glasgow City,660
S01010161,Glasgow City,1109
S01010162,Glasgow City,134
S01010304,Glasgow City,270
S01010163,Glasgow City,69
S01010305,Glasgow City,1126
S01010164,Glasgow City,430
S01010306,Glasgow City,2614
S01010165,Glasgow City,172
S01010307,Glasgow City,5789
S01010166,Glasgow City,955
S01010308,Glasgow City,4984
S01010167,Glasgow City,285
S01010309,Glasgow City,1056
S01010168,Glasgow City,997
S01010310,Glasgow City,415
S01010169,Glasgow City,494
S01010311,Glasgow City,48
S01010170,Glasgow City,399
S01010312,Glasgow City,19
S01010171,Glasgow City,39
S01010313,Glasgow City,86
S01010172,Glasgow City,418
S01010314,Glasgow City,897
S01010173,Glasgow City,1719
S01010315,Glasgow City,1813
S01010174,Glasgow City,2598
S01010316,Glasgow City,313
S01010175,Glasgow City,946
S01010317,Glasgow City,4067
S01010176,Glasgow City,1531
S01010318,Glasgow City,2836
S01010177,Glasgow City,157
S01010319,Glasgow City,2110
S01010178,Glasgow City,195
S01010320,Glasgow City,1042
S01010179,Glasgow City,72
S01010321,Glasgow City,1377
S01010180,Glasgow City,3742
S01010322,Glasgow City,6096
S01010181,Glasgow City,108
S01010323,Glasgow City,7
S01010182,Glasgow City,4162
S01010324,Glasgow City,304
S01010183,Glasgow City,434
S01010325,Glasgow City,426
S01010184,Glasgow City,821
S01010326,Glasgow City,15
S01010185,Glasgow City,280
S01010327,Glasgow City,792
S01010186,Glasgow City,4222
S01010328,Glasgow City,1541
S01010187,Glasgow City,3234
S01010188,Glasgow City,3300
S01010329,Glasgow City,1783
S01010189,Glasgow City,4458
S01010330,Glasgow City,62
S01010190,Glasgow City,5264
S01010331,Glasgow City,207
S01010191,Glasgow City,4371
S01010332,Glasgow City,117
S01010192,Glasgow City,5213
S01010333,Glasgow City,353
S01010193,Glasgow City,4152
S01010334,Glasgow City,1155
S01010194,Glasgow City,1238
S01010335,Glasgow City,340
S01010195,Glasgow City,1267
S01010336,Glasgow City,55
S01010196,Glasgow City,783
S01010337,Glasgow City,337
S01010197,Glasgow City,388
S01010338,Glasgow City,60
S01010198,Glasgow City,177
S01010339,Glasgow City,1027
S01010199,Glasgow City,471
S01010340,Glasgow City,567
S01010200,Glasgow City,1270
S01010201,Glasgow City,2692
S01010341,Glasgow City,2529
S01010202,Glasgow City,43
S01010342,Glasgow City,4195
S01010203,Glasgow City,4038
S01010343,Glasgow City,3974
S01010204,Glasgow City,188
S01010344,Glasgow City,25
S01010205,Glasgow City,295
S01010345,Glasgow City,4890
S01010206,Glasgow City,4605
S01010346,Glasgow City,3852
S01010207,Glasgow City,967
S01010347,Glasgow City,720
S01010208,Glasgow City,980
S01010348,Glasgow City,1751
S01010209,Glasgow City,487
S01010349,Glasgow City,1212
S01010210,Glasgow City,1282
S01010350,Glasgow City,495
S01010211,Glasgow City,258
S01010351,Glasgow City,1841
S01010212,Glasgow City,168
S01010352,Glasgow City,286
S01010213,Glasgow City,851
S01010353,Glasgow City,84
S01010214,Glasgow City,3236
S01010354,Glasgow City,693
S01010215,Glasgow City,291
S01010355,Glasgow City,599
S01010216,Glasgow City,105
S01010356,Glasgow City,1556
S01010217,Glasgow City,278
S01010357,Glasgow City,120
S01010218,Glasgow City,580
S01010358,Glasgow City,200
S01010219,Glasgow City,1702
S01010359,Glasgow City,122
S01010220,Glasgow City,6465
S01010360,Glasgow City,433
S01010221,Glasgow City,49
S01010361,Glasgow City,33
S01010222,Glasgow City,468
S01010362,Glasgow City,30
S01010223,Glasgow City,369
S01010363,Glasgow City,4380
S01010224,Glasgow City,41
S01010364,Glasgow City,6283
S01010225,Glasgow City,481
S01010365,Glasgow City,6620
S01010226,Glasgow City,1562
S01010366,Glasgow City,5706
S01010227,Glasgow City,5144
S01010367,Glasgow City,6880
S01010228,Glasgow City,95
S01010368,Glasgow City,6725
S01010229,Glasgow City,859
S01010369,Glasgow City,3005
S01010230,Glasgow City,128
S01010370,Glasgow City,6532
S01010231,Glasgow City,364
S01010371,Glasgow City,5828
S01010232,Glasgow City,551
S01010233,Glasgow City,425
S01010372,Glasgow City,6728
S01010234,Glasgow City,2993
S01010373,Glasgow City,5950
S01010235,Glasgow City,4880
S01010374,Glasgow City,6926
S01010236,Glasgow City,2508
S01010375,Glasgow City,4909
S01010237,Glasgow City,3248
S01010376,Glasgow City,5154
S01010238,Glasgow City,2690
S01010377,Glasgow City,5250
S01010239,Glasgow City,712
S01010378,Glasgow City,5292
S01010240,Glasgow City,2521
S01010379,Glasgow City,3781
S01010241,Glasgow City,1597
S01010380,Glasgow City,4916
S01010242,Glasgow City,478
S01010381,Glasgow City,4988
S01010243,Glasgow City,612
S01010382,Glasgow City,4327
S01010244,Glasgow City,711
S01010383,Glasgow City,1332
S01010245,Glasgow City,2
S01010384,Glasgow City,4919
S01010246,Glasgow City,428
S01010385,Glasgow City,3694
S01010247,Glasgow City,1722
S01010386,Glasgow City,837
S01010248,Glasgow City,4228
S01010387,Glasgow City,2709
S01010249,Glasgow City,3452
S01010388,Glasgow City,1222
S01010389,Glasgow City,5839
S01010407,Glasgow City,5877
S01010390,Glasgow City,3197
S01010408,Glasgow City,2678
S01010391,Glasgow City,3163
S01010409,Glasgow City,6769
S01010392,Glasgow City,6384
S01010410,Glasgow City,6681
S01010393,Glasgow City,4243
S01010411,Glasgow City,6814
S01010394,Glasgow City,366
S01010412,Glasgow City,4896
S01010395,Glasgow City,2497
S01010413,Glasgow City,6165
S01010396,Glasgow City,2788
S01010414,Glasgow City,5452
S01010397,Glasgow City,5377
S01010415,Glasgow City,1171
S01010398,Glasgow City,6114
S01010416,Glasgow City,6520
S01010399,Glasgow City,6936
S01010417,Glasgow City,6866
S01010418,Glasgow City,6287
S01010400,Glasgow City,6861
S01010419,Glasgow City,6611
S01010401,Glasgow City,5297
S01010420,Glasgow City,5926
S01010421,Glasgow City,5995
S01010402,Glasgow City,6848
S01010422,Glasgow City,4155
S01010403,Glasgow City,6827
S01010423,Glasgow City,338
S01010404,Glasgow City,6240
S01010424,Glasgow City,989
S01010425,Glasgow City,328
S01010563,Highland,2559
S01010405,Glasgow City,6436
S01010426,Glasgow City,972
S01010564,Highland,943
S01010406,Glasgow City,5953
S01010427,Glasgow City,635
S01010565,Highland,2768
S01010428,Glasgow City,5599
S01010566,Highland,4628
S01010429,Glasgow City,5864
S01010567,Highland,4549
S01010430,Glasgow City,576
S01010568,Highland,3566
S01010431,Glasgow City,6625
S01010569,Highland,5208
S01010432,Glasgow City,911
S01010570,Highland,2195
S01010433,Glasgow City,565
S01010571,Highland,4713
S01010434,Glasgow City,144
S01010435,Glasgow City,1727
S01010572,Highland,2970
S01010436,Glasgow City,277
S01010573,Highland,3396
S01010437,Glasgow City,1187
S01010574,Highland,6714
S01010438,Glasgow City,708
S01010575,Highland,5596
S01010439,Glasgow City,1075
S01010576,Highland,6351
S01010440,Glasgow City,228
S01010577,Highland,1771
S01010441,Glasgow City,3365
S01010578,Highland,2984
S01010442,Glasgow City,962
S01010579,Highland,5815
S01010443,Glasgow City,2268
S01010580,Highland,3272
S01010444,Glasgow City,990
S01010581,Highland,4843
S01010445,Glasgow City,1442
S01010582,Highland,4888
S01010446,Glasgow City,2931
S01010583,Highland,5530
S01010447,Glasgow City,553
S01010584,Highland,4479
S01010448,Glasgow City,2829
S01010585,Highland,5188
S01010449,Glasgow City,1287
S01010450,Glasgow City,1024
S01010586,Highland,6022
S01010451,Glasgow City,284
S01010587,Highland,5637
S01010452,Glasgow City,1554
S01010588,Highland,5714
S01010453,Glasgow City,320
S01010589,Highland,1895
S01010454,Glasgow City,2101
S01010590,Highland,6089
S01010455,Glasgow City,71
S01010591,Highland,5142
S01010456,Glasgow City,2458
S01010592,Highland,4954
S01010457,Glasgow City,2849
S01010593,Highland,6088
S01010458,Glasgow City,670
S01010594,Highland,5205
S01010459,Glasgow City,1909
S01010595,Highland,5794
S01010460,Glasgow City,6008
S01010596,Highland,5720
S01010461,Glasgow City,435
S01010597,Highland,5277
S01010462,Glasgow City,63
S01010598,Highland,6145
S01010463,Glasgow City,3317
S01010599,Highland,5650
S01010464,Glasgow City,2410
S01010600,Highland,4025
S01010465,Glasgow City,5052
S01010601,Highland,4942
S01010466,Glasgow City,5883
S01010602,Highland,4933
S01010467,Glasgow City,4689
S01010603,Highland,5704
S01010468,Glasgow City,5355
S01010604,Highland,5951
S01010469,Glasgow City,1320
S01010605,Highland,5821
S01010470,Glasgow City,1871
S01010471,Glasgow City,1285
S01010606,Highland,2877
S01010472,Glasgow City,2224
S01010607,Highland,6437
S01010473,Glasgow City,3728
S01010608,Highland,1030
S01010474,Glasgow City,2820
S01010609,Highland,2184
S01010475,Glasgow City,4756
S01010610,Highland,3968
S01010476,Glasgow City,3503
S01010611,Highland,2378
S01010477,Glasgow City,2324
S01010612,Highland,4480
S01010478,Glasgow City,315
S01010613,Highland,2411
S01010479,Glasgow City,1432
S01010614,Highland,1017
S01010480,Glasgow City,1692
S01010615,Highland,3520
S01010481,Glasgow City,211
S01010616,Highland,6663
S01010482,Glasgow City,1810
S01010617,Highland,6627
S01010483,Glasgow City,1231
S01010618,Highland,6647
S01010484,Glasgow City,1156
S01010619,Highland,2221
S01010485,Glasgow City,3057
S01010620,Highland,362
S01010486,Glasgow City,5904
S01010621,Highland,4408
S01010487,Glasgow City,3307
S01010622,Highland,1265
S01010488,Glasgow City,381
S01010489,Glasgow City,759
S01010623,Highland,4634
S01010490,Glasgow City,213
S01010624,Highland,1987
S01010625,Highland,6622
S01010491,Glasgow City,56
S01010492,Glasgow City,70
S01010626,Highland,4797
S01010493,Glasgow City,9
S01010627,Highland,3273
S01010494,Glasgow City,971
S01010628,Highland,5287
S01010495,Glasgow City,16
S01010629,Highland,4506
S01010496,Glasgow City,289
S01010630,Highland,2030
S01010497,Glasgow City,261
S01010631,Highland,3029
S01010498,Glasgow City,222
S01010632,Highland,2207
S01010499,Glasgow City,28
S01010633,Highland,1534
S01010500,Glasgow City,210
S01010634,Highland,2407
S01010501,Glasgow City,744
S01010635,Highland,1569
S01010502,Glasgow City,1679
S01010636,Highland,5129
S01010503,Glasgow City,292
S01010637,Highland,920
S01010504,Highland,3928
S01010638,Highland,2356
S01010505,Highland,2966
S01010639,Highland,1364
S01010506,Highland,3660
S01010640,Highland,3362
S01010507,Highland,4938
S01010641,Highland,460
S01010508,Highland,3898
S01010642,Highland,497
S01010509,Highland,3830
S01010643,Highland,263
S01010510,Highland,4144
S01010644,Highland,35
S01010511,Highland,2187
S01010645,Highland,4070
S01010512,Highland,3312
S01010646,Highland,4179
S01010513,Highland,6086
S01010647,Highland,5600
S01010514,Highland,3547
S01010648,Highland,3688
S01010515,Highland,2669
S01010516,Highland,3802
S01010649,Highland,4343
S01010517,Highland,3073
S01010650,Highland,2373
S01010518,Highland,3888
S01010651,Highland,2126
S01010519,Highland,2867
S01010520,Highland,5164
S01010652,Highland,4027
S01010521,Highland,2762
S01010653,Highland,4902
S01010522,Highland,1269
S01010654,Highland,3480
S01010523,Highland,954
S01010655,Highland,4485
S01010524,Highland,4964
S01010525,Highland,4342
S01010656,Highland,3209
S01010526,Highland,4278
S01010657,Highland,4531
S01010527,Highland,2640
S01010658,Highland,4583
S01010528,Highland,2748
S01010659,Highland,4670
S01010529,Highland,4980
S01010660,Highland,3945
S01010530,Highland,4226
S01010661,Highland,3355
S01010531,Highland,4282
S01010662,Highland,4419
S01010532,Highland,4299
S01010663,Highland,5384
S01010533,Highland,5500
S01010664,Highland,5166
S01010534,Highland,5099
S01010665,Highland,3316
S01010535,Highland,5029
S01010666,Highland,4256
S01010536,Highland,3658
S01010667,Highland,3960
S01010537,Highland,4554
S01010668,Highland,4252
S01010538,Highland,4898
S01010669,Highland,3747
S01010539,Highland,4791
S01010670,Highland,3757
S01010540,Highland,4502
S01010671,Highland,4579
S01010541,Highland,4855
S01010672,Highland,2905
S01010542,Highland,4615
S01010673,Highland,2835
S01010543,Highland,4048
S01010674,Highland,3259
S01010544,Highland,4626
S01010675,Highland,3954
S01010545,Highland,5283
S01010676,Highland,3794
S01010546,Highland,5221
S01010677,Highland,3826
S01010547,Highland,4794
S01010678,Highland,2050
S01010548,Highland,5592
S01010679,Highland,2613
S01010549,Highland,4935
S01010680,Highland,2178
S01010550,Highland,3944
S01010681,Highland,3495
S01010551,Highland,4609
S01010682,Highland,3276
S01010552,Highland,4219
S01010683,Highland,2807
S01010553,Highland,4344
S01010554,Highland,4160
S01010684,Highland,3056
S01010555,Highland,2934
S01010685,Highland,2734
S01010556,Highland,1711
S01010686,Highland,3384
S01010557,Highland,3110
S01010687,Highland,4082
S01010558,Highland,3412
S01010688,Highland,3950
S01010559,Highland,5697
S01010689,Highland,3716
S01010560,Highland,6479
S01010690,Highland,3367
S01010561,Highland,6131
S01010691,Highland,3923
S01010562,Highland,5121
S01010692,Highland,5160
S01010719,Highland,4873
S01010693,Highland,4453
S01010720,Highland,5093
S01010694,Highland,3148
S01010721,Highland,5771
S01010695,Highland,4245
S01010722,Highland,4732
S01010696,Highland,3795
S01010723,Highland,5089
S01010724,Highland,4799
S01010697,Highland,3595
S01010725,Highland,5308
S01010698,Highland,2716
S01010726,Highland,4941
S01010699,Highland,3671
S01010727,Highland,5414
S01010700,Highland,4952
S01010728,Highland,5418
S01010701,Highland,4339
S01010702,Highland,4197
S01010729,Highland,5207
S01010730,Highland,4752
S01010703,Highland,4582
S01010731,Highland,4381
S01010704,Highland,2624
S01010732,Highland,1033
S01010705,Highland,4847
S01010733,Highland,940
S01010706,Highland,3099
S01010734,Highland,1116
S01010707,Highland,4727
S01010735,Highland,548
S01010708,Highland,3390
S01010736,Highland,6377
S01010709,Highland,4994
S01010737,Highland,2558
S01010710,Highland,1552
S01010738,Highland,3434
S01010711,Highland,5680
S01010739,Highland,2778
S01010712,Highland,2042
S01010740,Highland,287
S01010713,Highland,3388
S01010741,Highland,3342
S01010714,Highland,1691
S01010742,Highland,2679
S01010715,Highland,3713
S01010743,Highland,1494
S01010716,Highland,2354
S01010744,Highland,4412
S01010717,Highland,6234
S01010745,Highland,2330
S01010875,Inverclyde,2688
S01010718,Highland,3964
S01010746,Highland,3124
S01010876,Inverclyde,1274
S01010747,Highland,1564
S01010877,Inverclyde,2575
S01010748,Highland,3376
S01010878,Inverclyde,3130
S01010749,Highland,4074
S01010879,Inverclyde,3183
S01010750,Highland,3143
S01010880,Inverclyde,453
S01010751,Highland,908
S01010881,Inverclyde,3419
S01010752,Highland,2169
S01010882,Inverclyde,4568
S01010753,Highland,2063
S01010883,Inverclyde,4532
S01010754,Highland,2024
S01010884,Inverclyde,363
S01010755,Highland,4262
S01010885,Inverclyde,259
S01010756,Highland,5713
S01010886,Inverclyde,1334
S01010757,Highland,3052
S01010887,Inverclyde,499
S01010758,Highland,4236
S01010759,Highland,4092
S01010888,Inverclyde,824
S01010760,Highland,5141
S01010889,Inverclyde,88
S01010761,Highland,4288
S01010890,Inverclyde,358
S01010762,Highland,3103
S01010891,Inverclyde,23
S01010763,Highland,3770
S01010892,Inverclyde,398
S01010764,Highland,3746
S01010893,Inverclyde,77
S01010765,Highland,3157
S01010894,Inverclyde,963
S01010766,Highland,3835
S01010895,Inverclyde,236
S01010767,Highland,2459
S01010896,Inverclyde,450
S01010768,Highland,3115
S01010897,Inverclyde,240
S01010769,Highland,4400
S01010898,Inverclyde,374
S01010770,Highland,2938
S01010899,Inverclyde,2226
S01010771,Highland,2312
S01010900,Inverclyde,651
S01010772,Highland,1791
S01010901,Inverclyde,245
S01010773,Highland,3134
S01010902,Inverclyde,1242
S01010774,Highland,1635
S01010903,Inverclyde,147
S01010775,Highland,4871
S01010904,Inverclyde,114
S01010776,Highland,2560
S01010905,Inverclyde,2264
S01010777,Highland,1011
S01010906,Inverclyde,1191
S01010778,Highland,186
S01010907,Inverclyde,5679
S01010779,Highland,832
S01010908,Inverclyde,1622
S01010780,Highland,3662
S01010909,Inverclyde,4593
S01010781,Highland,4304
S01010910,Inverclyde,372
S01010782,Highland,1880
S01010911,Inverclyde,595
S01010783,Highland,1704
S01010912,Inverclyde,406
S01010784,Highland,664
S01010913,Inverclyde,2605
S01010785,Highland,4711
S01010914,Inverclyde,3696
S01010786,Highland,4431
S01010915,Inverclyde,3137
S01010787,Highland,3049
S01010916,Inverclyde,440
S01010788,Highland,3467
S01010917,Inverclyde,1354
S01010789,Highland,2757
S01010918,Inverclyde,2006
S01010790,Highland,3511
S01010919,Inverclyde,1118
S01010791,Highland,3629
S01010920,Inverclyde,982
S01010792,Highland,1482
S01010921,Inverclyde,512
S01010793,Highland,4020
S01010922,Inverclyde,637
S01010794,Highland,4171
S01010923,Inverclyde,1477
S01010795,Highland,5045
S01010796,Highland,3905
S01010924,Inverclyde,1326
S01010925,Inverclyde,1021
S01010797,Highland,4643
S01010926,Inverclyde,1014
S01010798,Highland,3346
S01010799,Highland,2843
S01010927,Inverclyde,1392
S01010800,Highland,2503
S01010928,Inverclyde,976
S01010929,Inverclyde,644
S01010801,Highland,2498
S01010930,Midlothian,5480
S01010802,Highland,3421
S01010931,Midlothian,4472
S01010803,Highland,1897
S01010932,Midlothian,1793
S01010804,Highland,5413
S01010805,Highland,4481
S01010933,Midlothian,3837
S01010806,Highland,986
S01010934,Midlothian,5685
S01010807,Highland,3619
S01010935,Midlothian,5570
S01010808,Highland,5022
S01010936,Midlothian,1972
S01010809,Highland,5568
S01010937,Midlothian,4975
S01010810,Highland,3093
S01010938,Midlothian,1685
S01010811,Highland,3287
S01010812,Highland,2773
S01010939,Midlothian,4947
S01010813,Highland,2785
S01010940,Midlothian,6569
S01010814,Highland,3483
S01010941,Midlothian,6369
S01010815,Highland,3366
S01010942,Midlothian,6665
S01010816,Inverclyde,6350
S01010943,Midlothian,2607
S01010817,Inverclyde,5955
S01010944,Midlothian,1590
S01010818,Inverclyde,5978
S01010819,Inverclyde,3235
S01010945,Midlothian,2343
S01010820,Inverclyde,4213
S01010946,Midlothian,2325
S01010821,Inverclyde,6741
S01010947,Midlothian,2143
S01010822,Inverclyde,3763
S01010948,Midlothian,2539
S01010823,Inverclyde,4094
S01010949,Midlothian,6501
S01010824,Inverclyde,5613
S01010950,Midlothian,3971
S01010825,Inverclyde,4696
S01010951,Midlothian,3892
S01010826,Inverclyde,5383
S01010952,Midlothian,4899
